isin,ticker,name
LU0480132876,UIMI,UBS-ETF-MSCI EMERG.MKTS A
US0311621009,AMG,"AMGEN INC.       DL-,0001"
US0378331005,APC,APPLE INC.
US30303M1027,FB2A,"FACEBOOK INC.A DL-,000006"
US5801351017,MDO,"MCDONALDS CORP.   DL-,01"
US9581021055,WDC,"WESTN DIGITAL      DL-,01"
DE000A0F5UF5,EXXT,ISHARES NASDAQ-100 U.ETF
DE000A1NZLK2,00XK,ETFS H.COM.SEC.Z12/UN.IDX
DE000A1X3XX4,DIC,DIC ASSET AG NA O.N.
DE000A2E4TS2,BIOS,BIOTEST AG ST Z.VERK.
DE0005220008,EBK,ENBW ENERGIE BAD.-WUE. ON
FR0010405431,LYMH,LYX.FTSE ATHEX L.C. U.ETF
IE00BKM4GZ66,IS3N,IS C.MSCI EMIMI U.ETF DLA
IE00B1FZS244,IQQ4,ISHSII-ASIA PROP.YLD DLD
IE00B441G979,IBCH,ISHSV.MSCI W.EUR HGD ACC
IT0005239360,CRIN,UNICREDIT
US09062X1037,IDP,"BIOGEN INC. DL -,0005"
US9314271084,W8A,"WALGREENS BOOTS AL.DL-,01"
DE000A14ZT85,USPY,ETFS ISE CYBER SEC.GO DZ
IE00BYZK4776,2B78,ISHS IV-HEALTHC.INNOV.ETF
LU1033693638,C007,COMSTAGE-MDAX UCITS ETF I
NL0000303709,AEND,AEGON NV (DEMAT.)   EO-12
NL0010877643,2FI,"FIAT CHRYSLER AUTOM. 0,01"
DE000A0KRJX4,OD7F,ETFS COM.SEC.DZ06/UN.WTI
IE00B60SWX25,SC0D,SOURCE MKTS-S.EU.STXX50 A
US2358511028,DAP,"DANAHER CORP.      DL-,01"
DE000A0BL849,V3V,VITA 34 AG NA O.N.
DE000A0KPMZ7,S4K,SHF COMMUNICAT.TECH.
DE000ETFL284,EL42,DK MSCI EUROPE
FR0000125007,GOB,ST GOBAIN            EO 4
IE00B53SZB19,SXRV,ISHSVII-NASDAQ 100 DL ACC
DE000A2E4T77,2HRA,H+R KGAA  INH. O.N.
DE000A1681X5,SNG,SINGULUS TECHNOL. EO 1
DE0005407506,CEV,CENTROTEC SUSTAINABLE O.N
DE0007775207,WUG,WESTAG + GETALIT ST O.N.
IE00BM67HK77,XDWH,DB-XTR.MSCI WHCI(PD) 1CDL
LU0397221945,DBX0,DB X-TR.PTF.TOT.RET.1C
LU1291101555,EESM,BNPPE.-MSCI.E.SC.ECW.UECE
DE000A0JKHC9,N7G,NANOGATE AG
DE000A1K0227,CNWK,CO.DON AG   INH. O.N.
DE000A2DJWJ4,WTD0,WISDOMTR.INDIA QUAL.DLADZ
FR0010791160,REAL,AMUNDI ETF FTSE EPRA E.RE
GB00BRS65X63,2IV,"INDIVIOR PLC      DL 0,10"
IE00BJZ2DC62,XRSM,DB-X-TR.R.MIDC.ETF DR1CDL
IE00B0M63284,IQQP,IS EUR.PROP.YI.U.ETF EOD
IE00B5ZR2157,PJS1,PFISETF.-EO SH.MAT.S.EOIN
LU0392495023,X014,C.S.-MSCI PACIF.T.U.ETF I
US02209S1033,PHM7,"ALTRIA GRP INC.   DL-,333"
US4592001014,IBM,"INTL BUS. MACH.    DL-,20"
DE0006578008,KWG,KHD HUMBOLDT WEDAG O.N.
FR0000120172,CAR,"CARREFOUR S.A. INH.EO 2,5"
IE00B3WJKG14,QDVE,ISHSV-S+500INF.T.SECT.DLA
LU0292107645,DBX1,DB X-TR.MSCI EM IDX.1C
LU1250154413,ADJ,ADO PROPERTIES S.A. NPV
IE00B53L3W79,SXRT,ISHSVII-C.EO STXX50 EOACC
US57636Q1040,M4I,"MASTERCARD INC.A DL-,0001"
DE000A1JF7R7,H4ZU,HSBC MSCI TAIWAN UC.ETFDZ
FR0000124711,UBL,UNIBAIL-ROD.SE INH.  EO 5
IE00B3Q19T94,S7XE,SOURCE-S.E.STXX OPT.BKS A
IE00B5MJYX09,SC0S,SOURCE-S.ST.E.600OP.IGS A
LU0322253906,DX2J,DB X-TR.MSCI EU.S.C.DR 1C
ES0148396007,IXD1,"INDITEX INH.      EO 0,03"
IT0003132476,ENI,ENI S.P.A.
BE0974293251,1NBA,ANHEUSER-BUSCH INBEV
DE0005066609,AAQ,AAP IMPLANTATE AG
DE0006450000,LPK,LPKF LASER+ELECTRON.
FR0000121485,PPX,KERING S.A. INH.     EO 4
FR0010756122,18MQ,AMUNDI ETF WLD EX EU.
IE00BP3QZJ36,IS3U,ISIV-MSCI FRAN. U.ETF EOA
IE00B66F4759,EUNW,IS EO H.Y.CO.BD U.ETF EOD
US00206R1023,SOBA,AT + T INC.          DL 1
DE000A0D8Q49,EXX5,IS.DJ U.S.SELEC.DIV.U.ETF
FR0000121014,MOH,"LVMH               EO 0,3"
IE00B7J7TB45,IS0X,IS GBL CORP BD U.ETF DLD
IE00B86MWN23,EUN0,ISHSVI-E.MSCI EO MIN.VEOA
LU0592217524,XMKA,DB X-T.MSCI A.T50 I. 1CDL
DE000A168114,AVES,AVES ONE AG O.N.
FR0010959676,AMEM,AMUNDI ETF MSCI EMER.MKTS
IE00B52MJY50,SXR1,ISHSVII-C.MSCI P.XJPDLACC
US31428X1063,FDX,"FEDEX CORP.        DL-,10"
AT0000908504,WSV2,VIENNA INSURANCE GRP INH.
CH0132594711,LMI,"LION E-MOBILITY AG SF-,13"
DE000A0JM2M1,B7E,BLUE CAP             O.N.
DE000ETFL128,EL4L,DK IB EO LIQ.SOV.DIV.1-3
DE0005110001,A1OS,ALL FOR ONE STEEB AG
FR0010892224,AUM5,AMUNDI ETF S+P 500
IE00B9M6SJ31,IBCQ,ISHSVI-G.C.BD EO H DIST
LU0925589839,XYP1,DBXT.II-EGBYP1-3UETFDR 1C
DE0007276503,YSN,SECUNET SECURITY AG O.N.
IE00BWBXM500,ZPDF,SSGA S.E.E.II-S.US F.S.S.
IE00B1YZSC51,IQQY,ISHSII-MSCI EUROPE EODIS
LU0290357929,DBXH,DBXTII-G.I.L.B.UETF(DR)1C
LU0659580079,XMK9,DB X-TR.MSCI J.I.(DR)4CEO
LU0378434236,C051,COMS.-E.STOXX SD30 UETF I
US2546871060,WDP,DISNEY (WALT) CO.
DE000A0WMNK9,VAO,VAPIANO SE  INH. O.N.
AT0000937503,VAS,VOESTALPINE AG
CH0303692047,ED4,"EDAG ENGINEERING G.SF-,04"
DE000A0XYG76,DR0,DEUTSCHE ROHSTOFF AG
DE0006577109,NN6,NANOREPRO AG
IT0000072618,IES,"INTESA SANPAOLO   EO 0,52"
LU0675401409,C128,C.MSCIEM.2XD.L.T.U.ETF I
IE00BSPLC298,ZPRX,SSGA S.E.E.II-M.E.S.C.V.W
IE00B52XQP83,IBC4,ISHSIII-MSCI S.AFR.DLACC
LU0488317701,CD91,C.S.-NYSE AR.GO.B.U.ETF I
DE000ETF7011,F701,COMSTAGE VERM.STR.U.ETF I
DE000A0KRKM5,OESA,ETFS OIL SEC DZ06/UN.OILB
FR0000133308,FTE,ORANGE INH.          EO 4
FR0010717090,18M2,AMUNDI ETF EMU HGH DIV.
IE00B14X4T88,IQQX,ISHS-ASIA PAC.DIV.DL D
DE000A2E4K43,DHER,DELIVERY HERO AG NA O.N.
IE00BCBJG560,ZPRS,SSGA SP.E.EU.II-M.W.S.C.
IE00B4613386,SYBM,SPDR B.EM.MA.LO.BOND ETF
DE000A0EPUH1,ISH2,INTERSHOP COMM.
DE000A0F5UK5,EXV6,IS.S.E.600 BA.RE.U.ETF A.
DE000A0V9ZE9,4RUP,ETFS COM.SEC.DZ08/UN.IDX
DE0005408686,VVV3,OEKOWORLD AG VZNA O.N.
DE0007257537,CEC1,METRO AG VZO O.N.
LU0292109856,DBX9,DB X-TR.FTSE CH.50ETF(DR)
LU0603933895,C003,COMSTAGE-DIVDAX U.ETF I
LU0274209740,DBXJ,DB X-TR.MSCI J.I.(DR)1C
DE000A0H0785,EXHF,IS.E.G.B.C.1.5-10.5 U.ETF
DE0005570808,UBK,UMWELTBANK AG O.N.
DE0006292006,KSB,KSB AG O.N. ST
IE00BK1PV551,XDWL,CFS-DBXT MSCI WLD ETF 1D
IE00B4L5YX21,EUNN,ISHSIII-C.MSCI JP.IMI DLA
IE00B5V87390,CEBB,ISHSVII-MSCI RU ADR/GDRDA
LU0378435639,C065,COMS.-SX.E.600C.+M.UETF I
SE0000163594,S7MB,SECURITAS AB B       SK 1
DE000A0H52F5,MVV1,MVV ENERGIE AG NA O.N.
US1491231015,CAT1,CATERPILLAR INC.     DL 1
US7170811035,PFE,"PFIZER INC.        DL-,05"
CH0012214059,HLBN,LAFARGEHOLCIM LTD.NAM.SF2
DE000A1MMCC8,ILM1,MEDIOS AG  O.N.
LU1291109293,XU61,BNPPE.-NMX30 I.GL UECEO
US1912161007,CCC3,"COCA-COLA CO.      DL-,25"
US3364331070,F3A,"FIRST SOLAR INC. D -,001"
DE000A0Q4R02,EXH9,ISH.S.EU.600 UTI.U.ETF A.
DE000A0H08N1,EXH7,ISH.S.E.600 P+HG U.ETF A.
FR0011550185,ESEE,BNP P.E.S+P 500 UCITS CEO
IE0005042456,IUSZ,IS CO.FTSE 100 U.ETF LSD
DE000ETC0308,X0D2,COMMERZBANK ETC UNL.
IE00BD1RP616,BIRG,BK OF IRELD GRP      EO 1
DE0005297204,HG1,HOMAG GROUP AG
FR0010326256,LYYG,L.TU.DJ TU.TI.20 UETF INH
US30231G1022,XONA,EXXON MOBIL CORP.
DE0005141907,SZZ,SINNERSCHRADER O.N.
FR0010378604,LYMF,LYX.ST.EU.SE.DI.30 U.ETF
IE00B0M63953,IQQR,ISHS-MSCI EAST.EUR.C.DL D
IE00B3F81R35,EUN5,ISHSIII-C.EO CORP.B.EODIS
IE00B4WXJJ64,EUNH,ISHSIII-C.EO GOV. B.EODIS
LU0378434582,C060,CS.-STX.EU.600 NR U.ETF I
LU0411078552,DBPG,DB X-TR.S+P500 2X LE.D.1C
DE000A2AAA75,T3T1,SEVEN PRINCIPLES AG O.N.
LU0411078636,DBPK,DB X-T.SP500 2X I.D.2XIIC
DE000A1K0300,EUCA,EUROMICRON AG NA O.N.
DE000A11QW50,ECX,EPIGENOMICS AG NA O.N.
DE0005550602,DRW8,DRAEGERWERK ST.A.O.N.
LU0322253229,DX2E,DB X-TR.S+P GLOB.INF.  1C
IE00BYPHT736,XDEP,DB-XTR.IBOX.E.CO.Y.P.1D
IE00B3F81G20,EUNI,ISHSIII-MSCI EM SM.C.DL D
IE00B6YX5D40,SPYD,SPDR S+P US DIV.ARIST.ETF
IE00B9M6RS56,IS3C,ISHSVI-JPM DL BD EOH DIS
LU1377527517,SEN,"SENVION S.A.     EUR -,01"
DE000A2DA414,CC1,CONSUS COMM.PTY AG  NA ON
AT0000609607,ABS2,PORR AG
AT0000743059,OMV,OMV AG
DE000A0JC8S7,D6H,DATAGROUP SE  INH. O.N.
DE000A1TNNN5,ACWN,A.S.CREATION TAPETEN NA
IE00BL25JN58,XDEB,CFS-DBXT.MSCI WMV.DR 1CDL
IE00B1FZS350,IQQ6,ISHSII-DEV.MKT.PR.Y.DLDIS
IE00B6R52036,IS0E,ISV-GOLD.PROD.U.ETF DLA
LU0292104469,DXSH,DB X-TR.ST.E.600 TECHN.1C
US1729674242,TRVC,"CITIGROUP INC.NEW DL -,01"
AT0000809058,IMO,IMMOFINANZ AG INH.
IE00B6YX5M31,SYBJ,SPDR BARC.EO HI.YI.BD ETF
DE000A0LBKW6,CFC,UET AG   O.N.
FI4000106299,FRU,FERRATUM OYJ
FR0007085501,LYQC,LYX.MSCI E.(DR)UC.E.D-EO
IE00B14X4N27,IQQU,IS MSCI EU.XUK U.ETF EOD
US4627261005,I8R,"IROBOT CORP.       DL-,01"
DE0006289382,EXI2,IS.DJ GLOB.TITAN.50 U.ETF
LU0259322260,M9SD,MA.-NYSE AR.GO.BU.IN.UETF
DE000ETFL078,EL4G,DK EO STOXX SEL.DIVID.30
DE0006289390,EXI3,IS.DJ INDUST.AVERAG.U.ETF
DE0007568578,F3C,SFC ENERGY AG
IE00B1FZSC47,IUST,ISHSII-DL TIPS DL ACC
LU0659579147,XBAK,DBX-T.MSCI PAK.I.1CDL
DE000A0N62G0,VZLD,ETFS MET.SEC.DZ07/UN.XAU
DE000A0D8Q23,EXXX,ISHARES ATX UCITS ETF
DE000A0MZ4B0,DLX,DELIGNIT AG      INH.O.N.
DE0005156236,SCE,SCHWEIZER ELECTR. NA O.N.
IE00BJ0KDR00,XD9U,CFS-DBXT MSCI USA ETF 1C
IE00B74DQ490,IBC9,IS GL.HI.YI.C.B.U.ETF DLD
DE000A161440,AD1,AUDEN AG   INH.EO 1
DE0008435967,NBG6,NUERNBERGER BET.AG VNA
ES0113900J37,BSD2,"BCO SANTANDER N.EO0,5"
IE00BCLWRB83,IS3F,IS DL C.B.I.R.H.U.ETF DLD
IE00B7MXFZ59,SYBI,SPDR B.EM IN.L.LO.BD U.
LU0846194776,XD5E,DB X-T.MSCI EMU I.UEDR.1D
DK0060252690,3P7,PANDORA A/S         DK 1
IE00BCRY5Y77,IS3J,ISIV-DL S.D.C.B U.ETF DLD
IE00BRHZ0620,CEM1,ISHSIII-MSCI T.USA RE DLD
LU0274211217,DBXE,DB X-TR.EO STOXX 50 DR 1D
IE00B469F816,SPYM,SPDR MSCI EMERG.MKTS ETF
LU0832435464,VOOL,MUL-LYX.S+P500VFER UE CE
LU1275255799,C099,CS.CO.C.EX-AG.M.E.H.ETF I
DE000A133ZU4,NGXL,BOOST ISSUER ETP 2062
DE000A2BDED2,4RUC,ETFS COM.SEC.DZ08/UN.IDX
DE0006046113,B8F,BIOFRONTERA AG NA O.N.
IE00BWBXM385,ZPDS,SSGA S.E.E.II-S.US.CON.S.
LU0488317024,C002,COMST.-FR DAX UCITS ETF I
DE000A0SMSH2,MUX,MUTARES AG
DE000ETF9082,E908,COMSTAGE 1-TECDAX U.ETF I
IE00B3B8PX14,IUS5,ISHSIII-G.I.L.GOV.B.DLACC
FR0010270033,LYY6,LYX.C.T.R./C.CRB TRUECEO
LU0290357176,DBXR,DBXTR.II-EGB.5-7 UE(DR)1C
LU0721553864,UEFR,UBS-ETF-M.IB.EO LIQ.C.AEO
CH0108503795,M6YA,"MEYER BUR.TECH.NAM.SF-,05"
IE00BQN1K901,CEMS,ISHSIV-E.MSCI EUR.V.F.EOA
IE00BQT3WG13,36BZ,ISHSIV-MSCI CHINA A DL A
LU0274209237,DBXA,DB X-TR.MSCI EUR.IDX.DR1C
DE000A1EK0G3,XAD1,DB ETC PLC P GOLD EUR H60
DE000ETFL029,EL4B,DK EURO STOXX 50
DE0005495626,GME,GERATHERM O.N.
DE000A0JRU67,XMY,MYBET HOLDING SE NA O.N.
DE0006289499,EXHD,I.EB.R.G.G.5.5-10.5 U.ETF
IE00BSJCQV56,ZPRP,SP.FTS.EPRA EU.EX UK R.E.
IE00BS7K8821,SYB4,S.S.E.E.II-B.3-5 Y.E.G.B.
IE00B1FZS467,IQQI,ISHSII-GL INFRASTR.DLDIS
IE00B3ZW0K18,IBCF,ISHSV-S+P500 EUR HGD ACC
IE00B4PY7Y77,IS0R,ISHSII-DLHY CORP BD DLDIS
IE00B6SPMN59,IBCK,ISHSVI-E.S+P500MIN.V.DL A
LU0290355717,DBXN,DBXTR.II-EUROZ.G.B.(DR)1C
LU0290356954,DBXQ,DBXTR.II-E.G.B.3-5(DR)1C
LU0659579063,XB4A,DB X-TRACKER.ATX ETF 1CEO
US91324P1021,UNH,"UNITEDHEALTH GROUP DL-,01"
DE000A0H08G5,EXH2,IS.S.E.600 FIN.S.U.ETF A.
FR0013188711,HNDX,AMUNDI ETF NASD.-100 D.H.
DE000A0H08S0,EXV9,ISH.S.EU.600 T+L U.ETF A.
FR0010361683,LYMD,LYX.MSCI INDIA U.ETF CEO
IE00B3F81K65,EUN3,ISHSIII-GL.GOV.BD DL DIS
DE0005088108,BWB,BAADER BANK AG
FR0000120073,AIL,"AIR LIQUIDE INH. EO 5,50"
IE00BM67HL84,XDWF,DB-XTR.MSCI WFIU(PD) 1CDL
IE00B8FHGS14,IQQ0,ISHS VI-E.MSCI WL.M.V.DLA
AT0000946652,SLL,SCHOELLER-BLECKMANN OILF.
DE000FPH9000,FPH,FRANCOTYP-POSTALIA HLDG
FR0010242511,E2F,"ELECTRICI.D.FRANCE E0-,50"
FR0010345504,LYYZ,LYXOR ETF ST.EUR.600 CON.
IE00B5MTWD60,SC0U,SOURCE-S.ST.E.600OP.BKS A
LU0378435043,C061,COMST.-S.E.600 A+P UETF I
AT00BUWOG001,BWO,BUWOG AG
FR0010220475,AOMD,ALSTOM S.A. INH.     EO 7
IE00B5MTWZ80,SC0X,SOURCE-S.ST.EU.600OPT.T.A
LU0292106084,DXSL,DB X-TR.ST.E.600 IN.GO.1C
DE0008148206,MBK,MERKUR BANK KGAA .O.N.
IE00BTN1Y115,2M6,"MEDTRONIC PLC    DL-,0001"
CH0013841017,LO3,LONZA GROUP AG NA    SF 1
US2193501051,GLW,"CORNING INC.      DL -,50"
DE000A1YCNN8,GXP,GXP GERM.PROP.AG  O.N.
DE0007201907,SIS,FIRST SENSOR AG O.N.
IE00BSKRK281,IS06,ISHSIII-EO C.B.BBB-BB EOD
IE00B41RYL63,SYBA,SPDR BAR.EO AGG.BOND ETF
DE000A0H08K7,EXH5,IS.S.E.600 INSUR.U.ETF A.
IT0003128367,ENL,ENEL S.P.A.          EO 1
US0153511094,AXP,"ALEXION PHARMAC. DL-,0001"
FR0010613471,SZ1,SUEZ                 EO 4
IE00BM67HM91,XDW0,DB-XTR.MSCI WEIU(PD) 1CDL
IE00BM67HN09,XDWS,DB-XTR.MSCI WCSIU(PD)1CDL
IE00BM67HP23,XDWC,DB-XTR.MSCI WCDIU(PD)1CDL
IE00BM67HQ30,XDWU,DB-XTR.MSCI WUIU(PD) 1CDL
IE00BM67HR47,XWTS,DB-XTR.MSCI WTSI(PD) 1CDL
IE00BM67HS53,XDWM,DB-XTR.MSCI WMIU(PD) 1CDL
IE00BM67HV82,XDWI,DB-XTR.MSCI WIIU(PD) 1CDL
IE00BP3QZB59,IS3S,ISHSIV-E.MSCI W.VAL.F.DLA
IE00BWBXM948,ZPDT,SSGA S.E.E.II-S.US T.S.S.
DE000A0XYHT5,IBU,IBU-TEC ADV.MATER. INH.ON
FR0000125486,SQU,"VINCI S.A. INH.   EO 2,50"
IE00B02KXK85,IQQC,ISHS-CHINA LARGE CAP DL D
DE000ETC0613,X0BB,COMMERZBANK ETC UNL.
US09247X1019,BLQA,"BLACKROCK  CL. A DL -,01"
DE0005933998,EXSD,ISH.S.EUROP.MID 200 U.ETF
IE00B02KXL92,IQQM,ISHS-ESTXX MID UC. ETF
US3453708600,FMC1,"FORD MOTOR         DL-,01"
US6541061031,NKE,NIKE INC. B
US88554D2053,SYV,"3 D SYS CORP.     DL-,001"
DE000A0MSN11,M7U,M-U-T AG MESSGER.INH.O.N.
LU0444605645,X500,C-IBO.E.L.S.D.O.T.U.ETF I
US7427181091,PRG,PROCTER GAMBLE
DE000A0WMJQ4,ELN,ELANIX BIOTECHN.AG
DE000A1K0375,ART,ARTNET AG NA O.N.
US00287Y1091,4AB,"ABBVIE INC.        DL-,01"
US6092071058,KTF,MONDELEZ INTL INC. A
DE000A0EQ578,H5E,HELMA EIGENHEIMBAU AG
DE000A0KRJ44,OD7M,ETFS COM.SEC.DZ06/UN.NICK
DE0006595101,MED,MEDICLIN AG
DE0006636681,VQT,VA-Q-TEC AG NA O.N.
FR0000120354,VAC,VALLOUREC            EO 2
IE00B53L4350,SXRU,ISHSVII-DJIA DL ACC
FR0007054358,LYSX,LYX.EU.ST.50(DR)U.E.DEO
CA32076V1031,FMV,FIRST MAJESTIC SILVER
DE000A0H0744,EXXW,IS.DJ AS.PAC.S.D.30 U.ETF
DE0006637200,MGN,MOLOGEN AG
LU0292106753,DXSP,DB X-T. EO ST.50 SH.DA.1C
DE000A1RFM03,LIO1,SYGNIS AG
ES0173516115,REP,REPSOL S.A. INH.     EO 1
IE00B0M63730,IQQF,IS MSCI AC FEXJ.U.ETF DLD
IE00B1W57M07,IQQ9,ISHSII-BRIC 50 DL DIS
LU0328476410,DX2Z,DB X-TR.S+P SEL.FRONT. 1C
DE000A1AQGX1,XETC,DB ETC IDX BRENT BST E 60
US1941621039,CPA,COLGATE-PALMOLIVE    DL 1
DE000A1MMCR6,H9O1,HUMANOPTICS AG  O.N.
DE0005492938,MZX,MASTERFLEX O.N.
LU0411075376,DBPE,DB X-TR.LEVDAX DAILY 1C
DE0006924400,PPA,PA POWER AUTOM.AG
DE000A1K0409,EMH1,PFERDEWETTEN.DE AG
IE00BJ0KDQ92,XDWD,CFS-DBXT MSCI WLD ETF 1C
IE00BQQP9G91,G2XJ,VE JR GOLD MIN.UCITSETF A
AT0000A00XX9,P4N,POLYTEC HLDG AG INH. EO 1
FR0010345389,LYYX,LYX.ST.E.600 B.R.U.ETF EO
DE000A2BDEB6,4RT6,ETFS COM.SEC.DZ08/UN.IDX
ES0167050915,OCI1,"ACS,ACT.CO.SER.INH.EO-,50"
IE00B2QWCY14,IUS3,ISHSIII-S+P SM.CAP600 DLD
IE0032077012,EQQQ,P.SHS EQQQ NASD.-100U.ETF
IE0032895942,IBCD,IS DL CORP BD U.ETF DLD
CH0012142631,CLRN,"CLARIANT NA   SF 3,70"
NL0012044747,SAE,SHOP APOTHEKE EUROPE INH.
DE0006289481,EXHC,I.EB.R.GO.G.2.5-5.5 U.ETF
IE00BVGC6645,NS4E,SOURCE M.-S.JPX-N.400 EOH
LU0838780707,XDUK,DB X-T.FTSE 100 E.DR 1C
US68620A1043,4OR,"ORGANOVO HLDGS     DL-,01"
DE0007788408,ANO,ALNO AG
IE00BMP3HG27,UBUM,UBS I.ETF-DL G.SEL.DIV.AD
LU0322252502,DBXV,DB X-TR.MSCI RUS.C.I.U.1C
DE000A0N62D7,VZLA,ETFS MET.SEC.DZ07/UN.XPT
US88579Y1010,MMM,"3M CO.             DL-,01"
DE000BFB0027,B4B3,METRO WHOLE.FOOD VZO O.N.
DE000A0H08D2,EXX7,ISHARES NIKKEI 225 U.ETF
FR0010168773,LYY1,LY.MSCI EMU SM.CA.UETF EO
DE000A0KRJ85,OD7R,ETFS COM.SEC.DZ06/UN.SUGA
IE00B14X4M10,IQQN,ISHS-MSCI NTH AMERICA DLD
IT0000062072,ASG,GENERALI             EO 1
LU0290358224,DBXK,DBXTRII-EILB.U.ETF(DR) 1C
US00507V1098,AIY,ACTIVISION BLIZZARD INC.
CA98462Y1007,RNY,YAMANA GOLD INC.
IE00B0M62X26,IBCI,IS EO I.L.GO.BD U.ETF EOA
US0718131099,BTL,BAXTER INTL          DL 1
IE00B4L5ZG21,EUNR,ISHSIII-EO C.B.EX-F.EODIS
DE000A0H08F7,EXV8,ISH.S.EU.600 C+M U.ETF A.
DE000A0V9YT0,4RT2,ETFS COM.SEC.DZ08/UN.IDX
IE00B02KXH56,IQQJ,IS MSCI JAP.U.ETF USD D
LU0490618542,D5BM,DB X-TR.S+P500 1CDL
LU0514695690,XCS6,DB X-T.MSCI CH.I.(DR)1CDL
IE00B0M62S72,IQQA,IS EURO DIVID.U.ETF EOD
DE000A0KRKG7,OD7Z,ETFS COM.SEC.DZ06/UN.IDX
IE00BVZ6SP04,PJSR,PFISETF.-EO SH.MAT.S.EOA.
DE000ETN0529,X0DR,COMMERZBANK ETN UNL.
DE0002635265,EXHE,ISHARES PFANDBRIEFE U.ETF
FR0010208488,GZF,ENGIE S.A. INH.      EO 1
IE0008470928,EUN1,ISHS II-STXX EUR.50 EODIS
US0605051046,NCB,"BANK AMERICA      DL 0,01"
IE00B42Z5J44,IBCG,ISHSV-MSCI JAPAN EO HDG A
US5398301094,LOM,LOCKHEED MARTIN    DL 1
IE00B1FZS806,IBCM,ISHSII-EO G.BD 7-10YR EOD
IE00B87RLX93,IS3B,ISHSVI-EO C.BD FINLS EOD
DE000A1YKTH0,EUL3,ETFS EQ.SEC.DZ/UNDATED
DE0005774103,FEV,FORTEC ELEKTRO. O.N.
LU0274221281,DBXS,DB X-TR.SW.L.C.ETF DR 1D
IE0032523478,IBCS,ISHS-EO C.BD L.C.U.ETFEOD
DE0007461006,TPE,PVA TEPLA AG O.N.
LU0950671239,UEF3,UBS-E.-M.UK H.TO EO AAEO
DE0007229007,SWA,SCHLOSS WACHENHEIM AG O.N
IE00B44CND37,SYBT,SPDR BARCL.US TRE.BD ETF
DE000A0XFWK2,SHWK,SHS VIVEON AG
DE0006569403,ALG,ALBIS LEASING AG O.N.
FR0011314277,TTPX,AMUN.E.J.TOP.U.E.D.HED.EO
CA9628791027,SII,WHEATON PREC. METALS
CH0010570767,LSPP,LINDT SPRUENGLI PS  SF 10
IE00BD4TYG73,UBUJ,UBS I.ETF-M.U.H.T.EO EOAA
IE00B3VWM098,SXRG,ISHSVII-MSCI USA SC DL AC
ES0144580Y14,IBE1,"IBERDROLA INH.    EO -,75"
IE00BYZTVV78,QDVL,ISHSII-EOCB SRI 0-3YR EOD
IE00B2QWDY88,IUS4,ISHSIII-MSCI J.SM.CAP DLD
LU0274212538,DBXI,DB X-T.FTSE MIB ETF DR 1D
DE000A1E0HR8,XAD5,DB ETC PLC P GOLD EUR 60
DE0005203947,BNN,B.R.A.I.N. NA
FR0010174292,LYQ7,L.EUROMTS I.L.I.G(DR)UETF
FR0013141462,FRNH,AMUNDI ETF FR DL CORP.EOH
IE00BZ036J45,XDGE,CFS-DBX.UCB.UETF(DR)2DEOH
IE00B3B8Q275,IUS6,ISHSIII-EO COV.BD EO DIS
LU0321463506,DXSW,DB X-TR.II-IB.G.C.T.1C
LU0476289623,XAIN,DB X-T.MSCI IND.IDX.I 1C
US2687801033,EOAA,E.ON SE O.N. ADR
IE00B3VWMM18,SXRJ,ISHSVII-MSCI EMU SC EOACC
IE00B9CQXS71,ZPRG,SPDR S+P GL.DIV.ARIST.ETF
IT0003497168,TQI,TELECOM ITALIA
LU0530119774,5X62,COMS.-CO.B.-F.S.T.U.ETF I
LU1048313891,UEF5,UBS-ETF-MSCI E.MA.S.R.ADL
IE00B60SX394,SC0J,SOURCE MKTS-S.MSCI WRLD A
US92343V1044,BAC,"VERIZON COMM. INC. DL-,10"
IE00BCRY6557,IS3M,ISIV-EO ULTR.BD U.ETF EOD
DE000ETC0274,X0C1,COMMERZBANK ETC UNL.
DE0006190705,HAE,HAEMATO AG O.N.
FR0000131104,BNP,BNP PARIBAS INH.     EO 2
FR0010037242,LYQ6,L.EU.10-15Y IG(DR)UETF EO
SE0000310336,SWM,SWEDISH MATCH
US2855121099,ERT,"EL. ARTS INC.      DL-,01"
IE00B6X2VY59,IS0Y,ISV-E.C.B.I.R.H.U.ETF EOD
IE00B9KNR336,ZPRA,SPDR S+P P.AS.DIV.ARI.ETF
LU0292107991,DBX2,DB X-TR.MSCI EM ASIA I.1C
IE00B3LK4Z20,EMSV,SOURCE-S.MSCI EUR.VALUE A
LU0603940916,C004,COMST.-SH.DAX TR U.ETF I
DE000A1JF7L0,H4ZP,HSBC MSCI CHINA U. ETF DZ
DE0005933980,EXSC,ISH.S.EUR.LARGE 200 U.ETF
DE0006289473,EXHB,I.EB.R.G.G.1.5-2.5Y U.ETF
IE00B5M4WH52,IUSP,ISH3-I.JPM.EMLGB.UETF DLD
IE00B6R51Z18,IS0D,ISHSV-O+G.EX.+PROD.DL A
LU0136234654,UIM6,UBS-ETF-MSCI USA INH.A
LU0839027447,XDJP,DBX-T.NIK.225 UCI.E.DR 1D
DE000A12UPJ7,PAL,PANTALEON ENTERTAIN.AG
DE000ETFL177,EL4R,DK DB EUROG.GERMANY
FR0012951044,CAB3,AMUNDI ETF BBB EO C.I.GR.
LU0392494646,X011,C.MSCI EUROPE TRN U.ETF I
